year,rank,artist,song,lyrics
1997,3,The Verve,Bittersweet Symphony,"I've got dirt on my Reeboks from staying out all night|I spent my last ten pounds on this pack of Marlboro Lights|I phoned up Stevie, I said G, you alright?|He said It's six in the morning, brother! Get some shut-eye!|I feel a sense of well-being this time in the morning|Wear my heart out on my hoodie while the city is snoring|Drunks falling off the sidewalks, get issued a warning|Distant sirens, they crescendo like a symphony calling|This it the Britain I know, this is the Britain I love|There's poetry inside this city if you listen enough|Working class causalities out on the streets sleep rough|While a mother with her baby takes her pram to the pub|And while she's knocking them down, the cost of living goes up|I can't relate to politicians with their head in the mud|I resonate with messy Fridays, with the boys smoking bud|We do our bit to numb the struggle, as below, so above|As as above, so below, here in the city we glow|I blow a smoke ring up to heaven and it makes a halo|And then the clock strikes seven, guess it's time to head home|My companion is the city, so I'm never alone|I'm stepping in and out of gaps of the pavement cracks|And if I go to sleep now, that's an anti-climax|People rise for work and the sun mirrors that|A perfect juxtaposition for those out on the lash|Bare with me, it's beautiful, I think its irrefutable|There's beauty in a contradicting Britain... Indisputable|Junkie in a cubicle, that old spoon is usable|His mother's in a black suit, crying at a funeral|Nine to five crucible, this route is not commutable|A kid falls off the tracks and then he serves a stretch in Juvenal|Libbies at the Doleys but her dispositions humourful|While Davey's at the bookies and his mates call him delusional|Britain, drink it down and moan about the weather|When the sun starts shining feel the factor 10 tremor|Boys will be boys, will be in it together|Until the fists start flying like they're Connor McGregor|And then he's out... I think he took it too far|I think the boy saw red, I think he hit him too hard|Now he's face down on the pavement with a face full of tar|Mad how small altercations can define who we are|That's my cue! I guess it's time to head home|It's bittersweet how my high found its way to be low|And I've said it once before, as above, so below|Living on the streets of Britain you just go with the flow|But I'm done, I'm out for the night|As the sun paints the pavements, I'll turn out the light|White noise on the radio to quiet my mind|Always was an over-thinker, just the way I'm designed|Britain, drink it down and moan about the weather|When it's all said and done we'll be in it altogether|Boys will be boys, will be like it forever|It's a bittersweet symphony, we're birds of a feather"
1997,4,Blur,Song 2,"Woo-hoo|Woo-hoo|Woo-hoo|Woo-hoo|I got my head checked|By a jumbo jet|It wasn't easy|But nothing is, no|(Woo-hoo) When I feel heavy metal|(Woo-hoo) And I'm pins and I'm needles|(Woo-hoo) Well, I lie and I'm easy|All of the time, but I'm never sure why I need you|Pleased to meet you|I got my head done|When I was young|It's not my problem|It's not my problem|(Woo-hoo) When I feel heavy metal|(Woo-hoo) And I'm pins and I'm needles|(Woo-hoo) Well, I lie and I'm easy|All of the time, but I'm never sure why I need you|Pleased to meet you|Yeah-yeah|Yeah-yeah|Yeah-yeah|Oh, yeah30"
1997,5,Green Day,Good Riddance (Time of Your Life),"Fuck...|Another turnin' point, a fork stuck in the road|Time grabs you by the wrist, directs you where to go|So make the best of this test, and don't ask why|It's not a question, but a lesson learned in time|It's somethin' unpredictable, but in the end is right|I hope you had the time of your life|So take the photographs and still frames in your mind|Hang it on a shelf in good health and good time|Tattoos of memories, and dead skin on trial|For what it's worth, it was worth all the while|It's somethin' unpredictable, but in the end is right|I hope you had the time of your life|It's something unpredictable, but in the end is right|I hope you had the time of your life|It's something unpredictable, but in the end is right|I hope you had the time of your lifeYou might also like73"
1997,6,Puff Daddy,I'll Be Missing You,"Every day I wake up, I hope I'm dreamin'|I can't believe this shit|Can't believe you ain't here|Sometimes it's just hard for a nigga to wake up|It's just hard to just keep goin'|It's like I feel empty inside without you bein' here|I would do anything, man, to bring you back|I'd give all this shit up, this shit don't mean nothing|I saw your son today, he look just like you|You was the greatest, you'll always be the greatest|I miss you, B.I.G. |Can't wait 'til that day when I see your face again|I can't wait 'til that day when I see your face again|Yeah, this right here (Tell me why)|Goes out to everyone that has lost someone|That they truly loved (C'mon, check it out)|It seems like yesterday we used to rock the show|I laced the track, you locked the flow|So far from hangin' on the block for dough|Notorious, they got to know that|Life ain't always what it seem to be|Words can't express what you mean to me|Even though you're gone, we still a team|Through your family, I'll fulfill your dream (That's right)|In the future, can't wait to see|If you open up the gates for me|Reminisce some time, the night they took my friend|Try to black it out, but it plays again|When it's real, feelings hard to conceal|Can't imagine all the pain I feel|Give anythin' to hear half your breath (Half your breath)|I know you still livin' your life after death|Every step I take|Every move I make|Every single day, every time I pray|I'll be missin' you|Thinkin' of the day|When you went away|What a life to take, what a bond to break|I'll be missin' you (I miss you, B.I.G.)|It's kinda hard with you not around (Yeah)|Know you in Heaven, smilin' down (Ha)|Watchin' us while we pray for you|Every day we pray for you|'Til the day we meet again|In my heart is where I'll keep you, friend|Memories give me the strength I need to proceed|Strength I need to believe|My thoughts, B.I.G., I just can't define (Can't define)|Wish I could turn back the hands of time|Us in the six, shop for new clothes and kicks|You and me takin' flicks|Makin' hits, stages they receive you on|Still can't believe you're gone (Can't believe you're gone)|Give anything to hear half your breath (Half your breath)|I know you still livin' your life after death|Every step I take|Every move I make (I miss you)|Every single day, every time I pray|I'll be missin' you (Yeah, yeah, yeah)|Thinkin' of the day|When you went away|What a life to take, what a bond to break|I'll be missin' you (Somebody tell me why)|One glad morning|When this life is over|I know I'll see your face|Every night I pray, every step I take|Every move I make, every single day|Every night I pray, every step I take (Every day that passes is a day that I get closer)|Every move I make, every single day (To seeing you again)|Every night I pray, every step I take (We miss you, B.I.G., and we won't stop 'cause we can't stop)|Every move I make, every single day (That's right)|Every night I pray, every step I take|Every move I make, every single day (We miss you, B.I.G)|Every step I take50"
1997,7,Foo Fighters,Everlong,"Hello, I've waited here for you|Everlong|Tonight, I throw myself into|And out of the red, out of her head, she sang|Come down, and waste away with me|Down with me|Slow, how you wanted it to be|I'm over my head, out of her head, she sang|And I wonder|When I sing along with you|If everything could ever feel this real forever|If anything could ever be this good again|The only thing I'll ever ask of you|You gotta promise not to stop when I say when|She sang|Breathe out, so I can breathe you in|Hold you in|And now, I know you've always been|Out of your head, out of my head, I sang|And I wonder|When I sing along with you|If everything could ever feel this real forever|If anything could ever be this good again|The only thing I'll ever ask of you|You gotta promise not to stop when I say when|She sang|And I wonder|If everything could ever feel this real forever|If anything could ever be this good again|The only thing I'll ever ask of you|You gotta promise not to stop when I say when127"
1997,8,Erykah Badu,On and On,"Okay|(Let's do this dance)|Yeah, ayy, brr, ayy|Bia tu, banja|Roll up the ganja, don't be shy|Forget your manners, it's you and I, and I, and I|Don't pull out phones to post no stories|That's too corny|D-N-D 'til I D-Y-D the next morning|And we still zonin', please don’t|Yak, D'USSÉ|'Cause that's a hundred per bottle|Or three story posts from models|Give 'em a heart 'cause mine is hollow|No, oh no|I don't do no follows|You got jokes, Apollo|A mill in game like Gil and Wallo|Ain't no stressin' (What?)|You were at Fati's if you gettin' questioned|Don't block your blessings|Seein' stars in the presence of Kresnt|Ha, no sleep low-key|Oh, don't tease on the D-L, you a freak with a B-B-L|Salam khala, Aryana Sayeed|All good, Sayest|Mashallah at least|On God, Bismillah|A thousand ways to die, hazar rah's|Turn this up, where the Afghan kush at?|Burn it up, smokin' on George Bush pack|We don't know you here, you get bushwhacked|Buttons don't get pressed, they all push back|New deal, new deal, new deal, new deal, new deal|That's the price you pay when you too real (When you too real)|They don't ever ask how you feel|Don't play with fam that can get you killed|New price tag, we like that|Get knocked down, we fight back|It's like that|My face on every rice bag|Basmati, Jasmine|She wanna let a lad in|Ten out of ten, I'm smashin'|But who's asking?|We go on and on, Erykah Badu|Afghans love me more than Jadoo|With a chai tea and some gosh feel|Elephant in the room, see time heal|Grew up in choir, surrounded by bands|And the boy still on fire, man, you stand no chance|(My friend, he has no chance)|Chunce, chants, I'm at it again|Bitch, I'm the man|Ball like Durant|Rap like the end of the month|I owe 'em some rent, a milly percent|I don't like to talk, I vent|Pray off the sins, repent|This ain't a trend|The closest of friends switch for a couple of cents, woo|(You bums can't do this)|([? 2:09])|(Ha, no chance)|(Kresnt)"
1997,9,Radiohead,Karma Police,"Karma police, arrest this man|He talks in maths, he buzzes like a fridge|He's like a detuned radio|Karma police, arrest this girl|Her Hitler hairdo is making me feel ill|And we have crashed her party|This is what you get|This is what you get|This is what you get|When you mess with us|Karma police, I've given all I can|It's not enough, I've given all I can|But we're still on the payroll|This is what you get|This is what you get|This is what you get|When you mess with us|For a minute there|I lost myself, I lost myself|Phew, for a minute there|I lost myself, I lost myself|For a minute there|I lost myself, I lost myself|Phew, for a minute there|I lost myself, I lost myself104"
1997,10,Third Eye Blind,Semi-Charmed Life,"Doo-doo-doo, doo-doo-doo-doo|Doo-doo-doo, doo-doo-doo-doo|Doo-doo-doo, doo-doo-doo-doo|Doo-doo-doo|I'm packed and I'm holding, I'm smiling|She's living, she's golden, she lives for me|Says she lives for me|Ovation, her own motivation|She comes 'round and she goes down on me|And I make her smile like a drug for you|Do ever what you want to do, coming over you|Keep on smiling what we go through|One stop to the rhythm that divides you|And I speak to you like the chorus to the verse|Chop another line like a coda with a curse|Come on like a freak show, takes the stage|We give them the games we play, she say|I want something else|To get me through this|Semi-charmed kind of life, baby, baby|I want something else|I'm not listening when you say|Goodbye|Doo-doo-doo, doo-doo-doo-doo|Doo-doo-doo, doo-doo-doo-doo|Doo-doo-doo, doo-doo-doo-doo|Doo-doo-doo|The sky was gold, it was rose|I was taking sips up into my nose|And I wish I could get back there, some place back there|Smiling in the pictures you would take|Doing crystal meth will lift you up until you break|It won't stop, I won't come down, I keep stock|With a tick-tock rhythm, a bump for the drop|And then I bumped up, I took the hit that I was given|Then I bumped again, then I bumped again, I said|How do I get back there|To the place where I fell asleep inside you?|How do I get myself back to|The place where you said|I want something else|To get me through this|Semi-charmed kind of life, baby, baby|I want something else|I'm not listening when you say|Goodbye|I believe in the sand beneath my toes|The beach gives a feeling, an earthy feeling|I believe in the faith that grows|And the four right chords can make me cry|When I'm with you I feel like I could die|And that would be alright, alright|And when the plane came in, she said she was crashing|The velvet it rips in the city|We tripped on the urge to feel alive|But now I'm struggling to survive|Those days you were wearing that velvet dress|You're the priestess, I must confess|Those little red panties, they pass the test|So slide up 'round the belly face down on the mattress one|And you hold me|And we are broken|Still it's all that I want to do, just a little now|Feel myself hovering off the ground|I'm scared, I'm not coming down|No, no|And I won't run for my life|She's got her jaws now locked down in a smile|But nothing is alright, alright|And I want something else|To get me through this life, baby|I want something else|Not listening when you say|Goodbye, goodbye|Goodbye, goodbye|Doo-doo-doo, doo-doo-doo-doo|Doo-doo-doo, doo-doo-doo-doo|Doo-doo-doo, doo-doo-doo-doo|The sky was gold, it was rose|I was taking sips up into my nose|And I wish I could get back there, some place back there|In the place we used to start our lives|Doo-doo-doo, doo-doo-doo-doo|Doo-doo-doo, doo-doo-doo-doo|Doo-doo-doo, doo-doo-doo-doo|(I want something else)43"
1998,1,Lauryn Hill,Doo Wop (That Thing),"Yo, remember back on the Bully|When cats used to harmonize like (Ooh, ooh-ooh, ooh)|Yo, yo, my men and my women|Don't forget about the deen|Sirat al-Mustaqeem|Yo, it's about a thing, uh, yo, yo|If ya feel real good wave your hands in the air|And lick two shots in the atmosphere!|(Put them up, put them up)|(Put them up, put them up)|(Put them up, put them up)|It's been three weeks since you were looking for your friend|The one you let hit it and never called you again|'Member when he told you he was 'bout the Benjamins?|You act like you ain't hear him then give him a little trim|To begin, how you think you're really gon' pretend|Like you wasn't down and you called him again?|Plus, when you give it up so easy you ain't even foolin' him|If you did it then, then you'd probably fuck again|Talking out your neck, sayin' you're a Christian|A Muslim, sleeping with the jinn|Now that was the sin that did Jezebel in|Who you gon' tell when the repercussions spin?|Showing off your ass 'cause you're thinking it's a trend|Girlfriend, let me break it down for you again|You know I only say it 'cause I'm truly genuine|Don't be a hard rock when you really are a gem|Baby girl, respect is just a minimum|Niggas fucked up and you still defending 'em|Now, Lauryn is only human|Don't think I haven't been through the same predicament|Let it sit inside your head like a million women in Philly, Penn|It's silly when girls sell their souls because it's in|Look at where you be in, hair weaves like Europeans|Fake nails done by Koreans|Come again|(A win win, come again|A win win, come again)|Guys, you know you'd better watch out|Some girls, some girls are only about|That thing, that thing, that thing|That thing, that thing, that thing|The second verse is dedicated to the men|More concerned with his rims and his Timbs than his women|Him and his men come in the club like hooligans|Don't care who they offend, poppin' yang (like you got yen!)|Let's stop pretend, the ones that pack pistols by they waist men|Cristal by the case men, still in they mother's basement|The pretty face men claiming that they did a bid men|Need to take care of they three or four kids|And they face a court case when the child support late|Money taking and heart breaking, now you wonder why women hate men|The sneaky, silent men|The punk, domestic violence men|Quick to shoot the semen, stop acting like boys and be men|How you gonna win when you ain't right within?|How you gonna win when you ain't right within?|How you gonna win when you ain't right within?|Uh-uh, come again (Yeah)|Hey, yo-yo, come again|My French men, come again|My sister, come again|Watch out, watch out|Look out, look out|Watch out, watch out|Look out, look out|Watch out, watch out|Look out, look out|Watch out, watch out|Look out, look out|Girls, you know you'd better watch out|Some guys, some guys are only about|That thing, that thing, that thing|That thing, that thing, that thing|Guys, you know you'd better watch out|'Cause girls, some girls are only about|That thing, that thing, that thing|That thing, that thing, that thing|Girls, you know you’d better watch out|Some guys, some guys are only about|That thing, that thing, that thing|That thing, that thing, that thing|Class!|Hey, we’ve got some very intelligent women here, man|Do you think you’re too young to really love somebody?|(No! No, no, I don’t think so)|I say it for me, uh, I’m an adult I say, wait|You’re too young to be in love, this is silly|You’re infatuated or whatever, you got nice jeans|You wear fancy Adidas”|I mean, it might be something I don’t know|(It's the difference from loving somebody and being in love with somebody)|Well, you tell me. What’s the difference?|(Okay. You can love anybody but when you’re in love with somebody you’re looking at it like this—you’re taking that person for what he or she is no matter what he or she look like or no matter what he or she do)|(You’re crazy! You fall in love, you can fall out of love)|(You might stop being in love with them but you are not gonna stop loving that person)|(Maybe they ain’t never been loved before or been in love before, they don’t know what the feeling is to be loved)|(She poetic)|She killed it, we could end that conversation with that, right?94"
1998,2,Jay Z,Hard Knock Life,"Kontaktaufnahme durch Telepathie|Sheytan braucht Hilfe und kommt nach Berlin|Horror und Psycho in menschlicher Form|In Augen von Kritikern sind wir ein Dorn|Ich bete zum Teufel, der Teufel zu mir|Bettel nach Gnade steh ich mal vor dir|Telekinese, du schwebst in der Luft|Schieß' mit AK, du zerreist durch den Druck|Von dir herab regnen Flüsse aus Blut|Teufel, er lacht, importiert mit dem Zug|Körper der Toten in das Massengrab|Ab in die Hölle fährst du mit dem Sarg|Terroristic threats, I shine 'em on my grind|Double pump shotty barrels'll leave you blind|I let you know before, I'm not the one to play with|Know I stay with hollow point rounds|I make pictures clearer, I started this HD|Teflon on, about my safety|Walk in this bitch like fuck you, pay me|Have you equalized like Kevin Spacey|Lettin' off rounds, let the motherfuckers chase me|Screamin' it's a hard knock life Jay-Z|Down to take some shots, 'cause this shit won't phase me|Ich komm tief in der Nacht wie ein Kriegselefant|In dein Haus rein und ich brech' dir durch die Wand|Mutterficker, das ist Schwartz, Hirntot-Soldat|Und ich bringe dir Fotze den Tod in deinem Wohnzimmer, hart|Ficken wir dein Leben mit Eisenstangen, Messer|Deine Lunge voller Blut und deine Knochen brechen|Wenn die Schläge dich treffen, Maskenmänner auf der Jagd|Hirntot, Horrorkore, Packt mit dem Satan|Deine ganze Sippe wird geschlachtet|In den neunten Kreis der gottverdammten Hölle verfrachtet|Der Teufel, der fickt dich hart|Und der den Porno davon dreht, es ist Schwartz|Da blow, ich zieh, FMP|An alle diese Hater, Rest in Peace|Keiner deiner Jungs kann mir das Wasser reichen|Weil unsre Schwänze von hier bis nach Alaska reichen|18 Karat, Vatos for Life|Ficke deine Freundin bis ihr Arschloch zerreißt|Jetzt geht's los bis zum letzten Stoß|Stoß, Stich, Rotlicht|Du kannst es nicht ändern weil es so ist|Mondlicht und ich packe den Stoff ein|4 Kilogramm, das muss Ott sein|Ich ticke wie ein Profi mit Profit|Du bist abhängig für [?] ziehst|Wenn das Schrot fliegt und du einknickst|Das ist so wie mit einem Einstich|Ficke nicht mit FMP|Ich komme in der Nacht und ficke deine ganze Gangster-Clique|9 millimeter Projektile fliegen wenn ich abdrücke|Hurensöhne liegen in der Küche vollgepumpt mit Blei|Ich nehm' die Mac-11, rat-tat-tat, die Körper kreidebleich|Zum Glück, dass keiner weiß, dass ich der wahre Hitman bin|Schwarze Maske ins Gesicht gezogen, zu dem Auftrag hin|Durch geladen, anvisiert, die Kugeln stecken in ihm drin|Panzer-Limousine fährt mich weg, ihr bleibt alle blind|Ich kenn' ein Typen, der will Streit mit mir|Dieser kennt ein anderen, er ist Bruder von einem hohen Tier|Großfamilien Oberhaupt, sein Neffe und sie kommen zu viert|40 Argumente Magazin jagen sie durch mein Revier|Du musst dich der Zeit beugen, wir sind Zeitzeugen|Die Musik ist mein und das H, es ist dein Teufel|Es ist einleuchtend, neue deutsche Todeskunst|Richard Wagner, Uwe Boll, Feuerteufel, Drogensumpf|Ohne Grund werde ich dir Leid zufügen|Dein toter Körper, guck der liegt mir gleich zu Füßen|Meine Triebe sind nicht leicht zu zügeln|Ich brauch keine Magie um deinen Geist zu trügen|Siehst du das Pentagram? Sag, ist die Welt verdammt?|Der Sensenmann, er hält die Hand und leitet dich ans Ende|An den Ort deiner Qualen, ein Mord, ein Verfahren|Wie ist bloß der Kopf in deinen Schornstein geraten?|Abrakadabra, vergrab' den Kadaver|Lade die AK, erwarte den Zahltag|Stahlhart, ich habe ein Brecheisen benutzt|Mein Imperium, wir ziehen in den Krieg|GPC, Streichholz-Benzin-Musik|Es ist erst vorbei, wenn die dicke Frau singt|Du Goodbye sagst und der Teufel dir winkt|Audiowelt, radikal und ungeschminkt|Rat-tat-tat-tat, wer überlebt hat hängt|Zu viel Hass, die Zukunft ist aussichtslos|Wir sind überall, wie Cracker am Hauptbahnhof|Rattengift aus Frankfurt am Main|Ich rap in der Küche und koche den Stein|Keine Gnade, Bitch no Mercy|Von Offenbach bis nach New Jersey"
1998,3,Goo Goo Dolls,Iris,"And I'd give up forever to touch you|Cause I know that you feel me somehow|You're the closest to heaven that I'll ever be|And I don't want to go home right now|And all I can taste is this moment|And all I can breathe is your life|'Cause sooner or later, it's over|I just don't want to miss you tonight|And I don't want the world to see me|'Cause I don't think that they'd understand|When everything's made to be broken|I just want you to know who I am|And you can't fight the tears that ain't coming|Or the moment of truth in your lies|When everything feels like the movies|Yeah, you bleed just to know you're alive|And I don't want the world to see me|'Cause I don't think that they'd understand|When everything's made to be broken|I just want you to know who I am|And I don't want the world to see me|'Cause I don't think that they'd understand|When everything's made to be broken|I just want you to know who I am|I just want you to know who I am|I just want you to know who I am"
1998,4,Beastie Boys,Intergalactic,"Intergalactic planetary, planetary intergalactic|Intergalactic planetary, planetary intergalactic|Intergalactic planetary, planetary intergalactic|Intergalactic planetary, planetary intergalactic|Another dimension, another dimension|Another dimension, another dimension|Another dimension, another dimension|Another dimension, another dimension|Another dimension, another dimension|Another dimension, another dimension|Well, now, don't you tell me to smile|You stick around, I'll make it worth your while (While)|Got numbers beyond what you can dial (Dial)|Maybe it's because I'm so versatile|Style, profile|I said it always brings me back when I hear Ooh child|From the Hudson River out to the Nile (Nile)|I run the marathons 'til the very last mile|Well, if you battle me, I will revile|People always saying my style is wild|You've got gall, you've got guile (Guile)|To step to me, I’m a rapophile|If you wanna battle, you're in denial|Coming from Uranus to check my style|Go ahead; put my rhymes on trial (Trail)|Cast you off into exile|Intergalactic planetary, planetary intergalactic|Intergalactic planetary, planetary intergalactic|Jazz and AWOL, that's our team|Step inside the party, disrupt the whole scene|When it comes to beats, well, I'm a fiend|I like my sugar with coffee and cream|Well, I gotta keep it going, keep it going full steam|Too sweet to be sour; too nice to be mean|Well, on the tough guy style, I'm not too keen|Trying to change the world, I will plot and scheme|Mario C likes to keep it clean (Clean)|Goin' to shine like a sunbeam (Beam)|Keep on rapping 'cause that's my dream (Dream)|Got an A from Moe Dee for sticking to themes|Now when it comes to envy, y'all is green|Jealous of the rhyme and the rhyme routine ('tine)|Another dimension, new galaxy|Intergalactic planetary|Intergalactic planetary, planetary intergalactic|Intergalactic planetary, planetary intergalactic|Intergalactic planetary, planetary intergalactic|Intergalactic planetary, planetary intergalactic|We're from the family tree of old school hip-hop|Kick off your shoes and relax your socks (Socks)|The rhymes will spread just like a pox|'Cause the music is live, like an electric shock (Shock)|I am known to do the wop (Wop)|Also known for the Flintstone Flop (Flop)|Tammy D getting biz on the crop (Crop)|Beastie Boys known to let the beat|MMM, D-r-r-rop!”|Do it|Now, when I wrote graffiti, my name was Slop (Slop)|If my rap's soup, my beats is stock (Stock)|Step from the table when I start to chop (Chop)|I'm the lumberjack (ooh), DJ Adrock|If you try to knock me, you'll get mocked (Mocked)|I'll stir fry you in my wok (Wok)|Your knees'll start shaking and your fingers pop (Pop)|Like a pinch on the neck of Mr. Spock (Spock)|Intergalactic planetary, planetary intergalactic|Intergalactic planetary, planetary intergalactic|Intergalactic planetary, planetary intergalactic|Intergalactic planetary, planetary intergalactic|Another dimension, another dimension|Another dimension, another dimension|Another dimension, another dimension|Another dimension, another dimension|Another dimension, another dimension|Another dimension, another dimension|Do it36"
1998,5,Madonna,Ray Of Light,"Zephyr in the sky at night, I wonder|Do my tears of mourning sink beneath the sun?|She's got herself a universe gone quickly|For the call of thunder threatens everyone|And I feel like I just got home|And I feel|And I feel like I just got home|And I feel|Faster than the speeding light she's flying|Trying to remember where it all began|She's got herself a little piece of heaven|Waiting for the time when Earth shall be as one|And I feel like I just got home|And I feel|And I feel like I just got home|And I feel|Quicker than a ray of light|Quicker than a ray of light|Quicker than a ray of light|Zephyr in the sky at night, I wonder|Do my tears of mourning sink beneath the sun?|She's got herself a universe gone quickly|For the call of thunder threatens everyone|And I feel|Quicker than a ray of light, then gone for|Someone else will be there|Through the endless years|She's got herself a universe|She's got herself a universe|She's got herself a universe|And I feel|And I feel|And I feel like I just got home|And I feel|Quicker than a ray of light, she's flying|Quicker than a ray of light, I'm flying9"
1998,6,Brandy and Monica,The Boy Is Mine,"The boy is mine|The boy is mine|The boy is mine|The boy is mine|The boy is mine|- Excuse me, can I please talk to you for a minute?|- Uh-huh, sure. You know, you look kinda familiar|- Yeah, you do too. But um, I just wanted to know, do you know somebody named...? You, you know his name|- Oh yeah, definitely. I know his name|- Well, I just wanna let you know that he's mine|- Ha, no, no, he's mine!|You need to give it up|Had about enough|It's not hard to see|The boy is mine|I'm sorry that you|Seem to be confused|He belongs to me|The boy is mine|I think it's time we got this straight|Let's sit and talk face to face|There is no way you could mistake|Him for your man, are you insane?|You see, I know that you may be|Just a bit jealous of me|But you're blind if you can't see|That his love is all in me|You see, I tried to hesitate|I didn't wanna say what he told me|He said without me, he couldn't make it|Through the day, ain't that a shame?|But maybe you misunderstood|'Cause I can't see how he could|Wanna change something that's so good|All my love was all it took (The boy is mine)|You need to give it up|Had about enough (Enough)|It's not hard to see (Oh)|The boy is mine (Boy is mine)|I'm sorry that you (Sorry that you)|Seem to be confused (Confused)|He belongs to me (Oh)|The boy is mine|Must you do the things you do?|You keep on acting like a fool|You need to know it's me, not you|And if you didn't know it, girl, it's true|I think that you should realize|And try to understand why|He is a part of my life|I know it's killing you inside|You can say what you wanna say|What we have, you can't take|From the truth, you can't escape|I can tell the real from the fake|When will you get the picture?|You're the past, I'm the future|Get away, it's my time to shine|If you didn't know, the boy is mine, oh (The boy is mine, oh-oh)|You need to give it up|Had about enough (Enough)|It's not hard to see (To see)|The boy is mine (The boy is mine)|I'm sorry that you (Sorry that you)|Seem to be confused (Seem to be confused)|He belongs to me (He belongs to me)|The boy is mine (The boy is mine)|You need to give it up (Ooh)|Had about enough (Had about enough)|It's not hard to see|The boy is mine (He's mine, he's mine, he's mine, he's mine)|I'm sorry that you (I'm so sorry)|Seem to be confused (You seem to be confused)|He belongs to me (He belongs to me)|The boy is mine|I can't destroy this love I've found|Your silly games, I won't allow|The boy is mine without a doubt|You might as well throw in the towel|What makes you think that he wants you|When I'm the one that brought him to|The special place that's in my heart?|He was my love right from the start (The boy is mine)|You need to give it up (Give it on up)|Had about enough (Had about enough)|It's not hard to see (It's not hard to see)|The boy is mine (The boy is mine, oh)|I'm sorry that you (I'm sorry that you)|Seem to be confused (Seem to be confused)|He belongs to me (He belongs to me)|The boy is mine (No, no)|You need to give it up (You need to give it up)|Had about enough (About enough)|It's not hard to see (It's not hard to see)|The boy is mine (The boy is mine)|I'm sorry that you (Mine, oh)|Seem to be confused (Seem to be confused)|He belongs to me (He belongs to me)|The boy is mine (The boy is mine)|You need to give it up (Not yours)|Had about enough (But mine, not yours)|It's not hard to see (But mine, not yours)|The boy is mine (But mine)|I'm sorry that you|Seem to be confused|He belongs to me|The boy is mine10"
1998,7,Barenaked Ladies,One Week,"It's been one week since you looked at me|Cocked your head to the side and said, I'm angry|Five days since you laughed at me, saying|Get back together, come back and see me|Three days since the living room|I realized it's all my fault, but couldn't tell you|Yesterday, you'd forgiven me|But it'll still be two days 'til I say I'm sorry|Hold it now and watch the hoodwink|As I make you stop, think|You'll think you're looking at Aquaman|I summon fish to the dish, although I like the Chalet Swiss|I like the sushi 'cause it's never touched a frying pan|Hot like wasabi when I bust rhymes|Big like LeAnn Rimes, because I'm all about value|Bert Kaempfert's got the mad hits|You try to match wits, you try to hold me but I bust through|Gonna make a break and take a fake|I'd like a stinking aching shake|I like vanilla, it's the finest of the flavours|Gotta see the show, 'cause then you'll know|The vertigo is gonna grow|'Cause it's so dangerous, you'll have to sign a waiver|How can I help it if I think you're funny when you're mad?|Trying hard not to smile, though I feel bad|I'm the kind of guy who laughs at a funeral|Can't understand what I mean? Well, you soon will|I have a tendency to wear my mind on my sleeve|I have a history of taking off my shirt|It's been one week since you looked at me|Threw your arms in the air and said, You're crazy|Five days since you tackled me|I've still got the rug burns on both my knees|It's been three days since the afternoon|You realized it's not my fault not a moment too soon|Yesterday, you'd forgiven me|And now I sit back and wait 'til you say you're sorry|Chickity China, the Chinese chicken|You have a drumstick and your brain stops tickin'|Watching X-Files with no lights on|We're dans la maison|I hope the Smoking Man's in this one|Like Harrison Ford, I'm getting frantic|Like Sting, I'm tantric|Like Snickers, guaranteed to satisfy|Like Kurosawa, I make mad films, 'kay, I don't make films|But if I did they'd have a Samurai|Gonna get a set of better clubs|Gonna find the kind with tiny nubs|Just so my irons aren't always flying off the back-swing|Gotta get in tune with Sailor Moon|'Cause that cartoon has got the boom anime babes|That make me think the wrong thing|How can I help it if I think you're funny when you're mad?|Trying hard not to smile, though I feel bad|I'm the kind of guy who laughs at a funeral|Can't understand what I mean? You soon will|I have a tendency to wear my mind on my sleeve|I have a history of losing my shirt|It's been one week since you looked at me|Dropped your arms to the sides and said, I'm sorry|Five days since I laughed at you and said|You just did just what I thought you were gonna do|Three days since the living room|We realized we're both to blame but what could we do?|Yesterday, you just smiled at me|'Cause it'll still be two days 'til we say we're sorry|It'll still be two days 'til we say we're sorry|It'll still be two days 'til we say Wasabi|Birchmount Stadium, home of the Robbie18"
